,Customer ID,cluster
0,291617239936,3
1,69427929650,3
2,69427741201,3
3,250206147763,3
4,250230464473,3
5,250229001986,3
6,250230441750,3
7,249023908978,3
8,125226185714,3
9,69428027920,3
10,69425465584,3
11,250230419554,3
12,138626178227,3
13,69715753583,3
14,138626187992,3
15,69428143581,3
16,69715754451,3
17,125401157247,3
18,69425462329,3
19,69715703053,3
20,250206624140,3
21,69238048543,3
22,138626170973,3
23,125226170586,3
24,69715781545,3
25,69715752746,3
26,69715759690,0
27,245831658682,0
28,250206607741,0
29,249028101790,2
30,249229166364,2
31,249229170735,2
32,309789051661,2
33,249023912729,2
34,231253561017,2
35,231253561017,2
36,250206166177,2
37,249028092521,2
38,304668925563,6
39,249028086259,2
40,250230659308,2
41,307119021723,2
42,302339054595,2
43,249025417190,2
44,250230666066,2
45,250230645420,2
46,249229206757,2
47,69428073800,2
48,34478675877,2
49,250206629317,2
50,248949292505,2
51,38271354044,4
52,69715674037,2
53,250206210383,2
54,103512028665,2
55,250206624512,2
56,138626187992,2
57,250208215308,2
58,248943908394,2
59,249450694689,2
60,69715725838,2
61,35326918027,2
62,38271357206,2
63,249450646453,2
64,38271357206,2
65,38271357206,2
66,38271357206,2
67,34816569057,2
68,304490869406,2
69,291596912833,2
70,289200068721,2
71,250228998948,2
72,249229174207,2
73,248943905232,2
74,249224645045,2
75,103512028665,2
76,69715753552,2
77,35326922398,2
78,250206615615,2
79,38271354044,4
80,249225347877,2
81,69715671402,2
82,69715729558,2
83,249229190637,2
84,69438915058,2
85,249229185119,2
86,248943904240,2
87,246127160137,2
88,69419473253,2
89,249229156785,2
90,217133803219,2
91,69419733870,2
92,217000299766,2
93,249023910435,2
94,289200068721,2
95,289200068721,2
96,249225351938,2
97,69419472850,2
98,249229160567,2
99,250229845682,2
100,249229160629,2
101,289200068721,2
102,302410894584,2
103,249229201518,2
104,69425467568,2
105,223380959055,2
106,249225356898,2
107,249229208865,2
108,249225343816,2
109,250230459606,2
110,38271354044,4
111,38271354044,4
112,35327000890,2
113,250230408425,2
114,38271354044,4
115,250230416051,2
116,249229211128,2
117,250204094788,2
118,250230645699,2
119,250230487289,2
120,249229157622,2
121,249025405286,2
122,35326992179,2
123,256345114591,2
124,69428074079,2
125,103512028665,2
126,250206178236,2
127,69419530448,2
128,38271354044,4
129,249450784341,2
130,306705878833,2
131,69238049163,2
132,138630627192,2
133,38271354044,4
134,69238028269,2
135,250206176903,2
136,138626201353,2
137,248949297341,2
138,245850986252,2
139,138626172740,2
140,69238030098,2
141,250208205698,2
142,69428136699,2
143,249450678569,2
144,34478675877,2
145,125401160409,2
146,38271354044,4
147,38271354044,4
148,125226175050,7
149,138626182846,2
150,125401171817,2
151,35326928784,2
152,249224648951,2
153,250206644507,2
154,34785231188,2
155,64206074510,2
156,69715742795,2
157,125226179514,2
158,138630634229,2
159,69427964277,2
160,138604023829,2
161,125226179266,2
162,35326927327,2
163,249450766764,2
164,250206169680,2
165,250206226720,7
